Latitude,Longitude,Depth,Magnitude
18.3521,-73.4804,10,7.2
55.2364,-157.707,33.3,6.9
55.2657,-157.68,20.74,6.9
-58.4157,-25.3206,22.79,8.1
-57.5959,-25.1874,47.23,7.5
6.4547,126.742,55.14,7.1
55.4742,-157.917,46.66,8.2
55.3154,-157.829,35,8.2
13.6989,120.713,110,6.7
7.5904,-82.8813,10,6.7
-30.2144,-177.773,25,6.5
-16.4796,-177.356,10,6.5
34.5861,98.2551,10,7.3
0.1684,96.6475,11,6.7
-17.2495,66.3745,10,6.7
38.2296,141.665,43,6.9
-21.6857,-177.064,246,6.5
-18.9204,-176.235,301,6.5
38.4752,141.607,43,7
54.7018,163.208,13.23,6.6
-28.4792,-176.619,24,6.5
-29.7466,-177.224,28.93,8.1
-29.6131,-177.842,43,7.4
-37.596,179.544,10,7.3
37.6856,141.992,43.98,7.1
-23.2787,171.489,10,7.7
-61.8484,-55.559,15,6.9
5.0074,127.517,80,7
51.2407,100.443,10,6.7
-39.3264,-74.9067,10,6.7
37.8973,26.7953,21,7
54.662,-159.675,28.37,7.6
0.9604,-26.8332,10,6.9
-27.9285,-71.3937,16,6.5
-28.013,-71.1958,21,6.8
0.8696,-29.7046,10,6.5
-6.6704,123.493,624,6.9
-4.2791,101.215,26,6.9
-4.3724,101.095,22,6.8
12.0065,124.13,10,6.6
55.1079,-158.477,28,7.8
-7.847,147.755,73,7
-5.6368,110.678,533.76,6.6
15.9163,-95.9533,20,7.4
-33.2938,-177.838,10,7.4
28.9386,128.262,165,6.6
-23.2966,-68.4204,112,6.8
38.1689,-117.85,2.7,6.5
-12.0662,166.648,107,6.6
-6.7762,129.785,96,6.8
34.1818,25.7101,10,6.5
44.4646,-115.118,12.06,6.5
48.9638,157.695,57.8,7.5
45.6161,148.959,143,7
19.4193,-78.756,14.86,7.7
38.4312,39.0609,10,6.7
6.6969,125.174,18,6.8
1.6213,126.416,33,7.1
-21.9449,-179.511,577,6.5
-18.5747,-175.272,10,6.6
6.9098,125.178,10,6.5
6.7567,125.008,15,6.6
-35.4758,-73.163,11,6.7
-3.4528,128.37,12.26,6.5
-20.3641,-178.57,591,6.6
-60.2152,-26.5801,16,6.6
-7.2822,104.791,49,6.9
-34.2364,-72.3102,25,6.8
-16.1985,167.998,181,6.6
-0.5858,128.034,18.98,7.2
-18.2242,120.358,10,6.6
0.5126,126.189,35,6.9
35.7695,-117.599,8,7.1
-6.4078,129.169,212,7.3
-30.6441,-178.1,46,7.3
13.1994,-89.3056,57.92,6.6
-5.8119,-75.2697,122.57,8
-4.051,152.597,10,7.6
-6.9746,146.449,146,7.1
-1.8146,122.58,15.46,6.8
-58.6262,-25.304,38,6.5
-14.7131,-70.1546,267,7
-2.1862,-77.0505,145,7.5
14.6802,-92.4527,66,6.7
-43.1219,42.3568,13,6.7
-30.0404,-71.3815,63,6.7
-13.336,166.875,35,6.6
2.258,126.758,43.21,6.6
-8.144,-71.587,570.41,6.8
5.8983,126.921,60.21,7
55.0999,164.699,16.56,7.3
-58.5446,-26.3856,133,7.1
-22.0629,169.733,10,6.6
-21.9496,169.427,10,7.5
61.3464,-149.955,46.7,7.1
-17.8735,-178.927,540,6.8
71.6312,-11.2431,10,6.7
37.5203,20.5565,14,6.8
49.297,-129.724,10,6.5
49.3346,-129.289,10,6.8
49.2586,-129.412,10,6.5
-21.7427,169.522,17,6.5
52.8549,153.243,461,6.7
49.2902,156.297,20,6.5
-5.7012,151.205,39,7
-18.3604,-178.063,550,6.7
-0.2559,119.846,20,7.5
-25.415,178.199,576,6.5
-31.7447,-179.373,115,6.9
-10.0207,161.503,68,6.5
-18.4743,179.35,670.81,7.9
42.6861,141.929,35,6.6
-22.0295,170.126,21.43,7.1
-11.0355,-70.8284,630,7.1
-16.0315,168.143,9,6.5
10.7731,-62.9019,146.82,7.3
-8.319,116.627,21,6.9
-18.1125,-178.153,600,8.2
-7.3718,119.802,529,6.5
51.4234,-178.026,33.93,6.5
-8.2581,116.438,34,6.9
19.3182,-155,5.81,6.9
-20.6588,-63.0058,559,6.8
-5.5321,151.5,35,6.9
-5.5024,151.402,40,6.7
-4.3762,153.2,22.86,6.8
-6.3043,142.612,20.49,6.7
-6.0699,142.754,25.21,7.5
16.3855,-97.9787,22,7.2
56.0039,-149.166,14.06,7.9
-15.7675,-74.7092,39,7.1
17.4825,-83.52,19,7.5
-7.4921,108.174,90,6.5
-54.2189,2.1628,17,6.5
-21.3246,168.671,10,7
-21.5027,168.598,13,6.6
9.5147,-84.4865,19.36,6.5
34.9109,45.9592,19,7.3
-4.2433,143.485,110.57,6.5
-15.3197,-173.168,10,6.8
-21.6484,168.859,22,6.6
-21.6971,169.148,24,6.7
-7.2168,123.074,553.81,6.7
52.3909,176.769,119,6.5
18.5499,-98.4887,48,7.1
15.0222,-93.8993,47.39,8.2
33.1926,103.855,9,6.5
36.9293,27.4139,7,6.6
54.4434,168.857,10,7.7
-49.4837,164.016,10,6.6
11.1269,124.629,9,6.5
13.7174,-90.9718,38.12,6.8
14.9091,-92.0092,93,6.9
54.0312,170.92,5,6.8
-1.2923,120.431,12,6.6
-56.414,-25.7432,15,6.5
-14.5884,167.377,169,6.8
5.5043,125.066,26,6.9
-33.0375,-72.0617,28,6.9
-22.6784,25.1558,29,6.5
56.9401,162.786,17,6.6
-23.2593,-178.804,414.5,6.9
-19.2814,-63.9047,595.98,6.5
9.9071,125.452,15,6.5
-6.2464,155.172,135,7.9
-10.3506,161.335,36,6.5
4.4782,122.617,627.17,7.3
-19.3733,176.052,12,6.9
-43.4064,-73.9413,38,7.6
-7.5082,127.921,152,6.7
-4.5049,153.522,94.54,7.9
-10.749,161.132,19.73,6.9
-10.8416,161.314,12.26,6.5
-10.6812,161.327,40,7.8
40.4535,-126.194,8.45,6.6
5.2834,96.1678,13,6.5
39.2732,73.9776,17,6.6
11.9097,-88.8968,10,6.9
37.3931,141.387,9,6.9
-42.6058,173.254,9,6.5
-42.3205,173.669,10,6.5
-42.7373,173.054,15.11,7.8
42.8621,13.0961,8,6.6
-4.8626,108.163,614,6.6
-6.0033,148.887,42,6.8
-19.7819,-178.244,596.4,6.9
-37.3586,179.146,19,7
-3.6849,152.792,476,6.8
20.9228,94.569,82,6.8
-22.4765,173.117,16.37,7.2
18.5429,145.507,196,7.7
-2.0967,100.665,50,6.6
-56.2409,-26.9353,78,7.2
-21.9724,-178.204,405.69,6.9
0.4947,-79.616,29.95,6.9
0.4261,-79.7899,16,6.7
-16.0429,167.379,24,7
0.3819,-79.9218,20.59,7.8
32.7906,130.754,10,7
23.0944,94.8654,136,6.9
36.4725,71.1311,212,6.6
-13.9805,166.594,27.59,6.7
-14.0683,166.624,24,6.7
-14.3235,166.855,26,6.9
-4.9521,94.3299,24,7.8
53.9776,158.546,177,7.2
59.6204,-153.339,125.6,7.1
18.8239,-106.934,10,6.6
41.9723,142.781,46,6.7
3.8965,126.862,13,6.5
24.8036,93.6505,55,6.7
15.8015,-93.633,85,6.6
-4.1064,129.508,21,6.9
38.2107,72.7797,22,7.2
-9.1825,-71.2574,602.75,6.7
-10.0598,-71.0184,620.56,7.6
-10.5372,-70.9437,606.21,7.6
-8.8994,158.422,12.59,6.8
38.67,20.6,11,6.5
31.0009,128.873,12,6.7
-29.5097,-72.0585,10,6.9
-29.5067,-72.0068,12,6.9
6.8431,94.648,10,6.6
-30.8796,-71.4519,46,6.8
-8.3381,124.875,20,6.5
36.5244,70.3676,231,7.5
-14.8595,167.303,135,7.1
-0.6212,131.262,18,6.6
-31.7275,-71.3792,35,6.6
-31.5173,-71.804,23,6.7
-31.4244,-71.6876,27,6.5
-31.5622,-71.4262,28.41,7
-31.5729,-71.6744,22.44,8.3
24.913,-109.623,10,6.7
-9.3293,157.877,6.43,6.5
-9.3438,158.053,22,6.6
-2.6286,138.528,48,7
52.376,-169.446,29,6.9
-10.4012,165.141,11,7
13.8672,-58.5479,20,6.5
-9.307,158.403,12,6.7
27.7375,139.725,460,6.5
27.8386,140.493,664,7.8
56.594,-156.43,72.6,6.8
-11.1093,163.215,10,6.8
-11.0559,163.696,11.19,6.9
-10.8759,164.169,11,6.8
38.9056,142.032,35,6.8
27.8087,86.0655,15,7.3
-7.2175,154.557,10,7.1
-5.4624,151.875,55,7.5
-5.2005,151.777,44,6.8
-5.375,151.771,31,6.7
27.7711,86.0173,22.91,6.7
28.2244,84.8216,10,6.6
28.2305,84.7314,8.22,7.8
-15.8815,-178.6,10,6.5
-15.4994,-173.029,11,6.5
-4.7294,152.562,41,7.5
-7.2968,122.535,552.06,7
39.8558,142.881,23,6.7
-23.1125,-66.688,223,6.7
-17.0309,168.52,219.96,6.8
5.9045,-82.6576,8,6.5
7.9401,-82.6865,20,6.6
-6.5108,154.46,23,6.6
6.1572,123.126,614,6.6
1.9604,126.575,39,6.8
2.2999,127.056,35,6.5
-37.6478,179.662,22,6.7
1.8929,126.522,45,7.1
-5.9873,148.232,53.19,6.6
-19.6903,-177.759,434,7.1
12.5262,-88.1225,40,7.3
13.7641,144.429,130,6.7
-14.598,-73.5714,101,6.8
0.8295,146.169,13,6.9
-19.8015,-178.4,615.42,6.9
37.0052,142.452,20,6.5
14.724,-92.4614,53,6.9
-6.2304,152.807,20,6.5
-14.9831,-175.51,18,6.7
-55.4703,-28.3669,8,6.9
51.8486,178.735,109,7.9
-29.9414,-177.607,26.59,6.7
-29.9379,-177.516,10,6.5
-29.9772,-177.725,20,6.9
40.2893,25.3889,6.43,6.9
7.2096,-82.3045,10,6.5
-21.4542,170.355,106,6.6
49.6388,-127.732,10,6.5
-6.7547,155.024,43.37,7.5
-6.6558,155.087,29,6.6
17.397,-100.972,24,7.2
-11.1284,162.052,10,6.6
-11.4633,162.051,39,7.4
-11.2701,162.148,22.56,7.6
11.642,-85.8779,135,6.6
-6.7878,154.95,20,6.5
-6.5858,155.048,60.53,7.1
-20.5709,-70.4931,22.4,7.7
-20.3113,-70.5756,24.07,6.5
-19.8927,-70.9455,28.42,6.9
-19.6097,-70.7691,25,8.2
-19.9807,-70.7022,20,6.7
40.8287,-125.134,16.441,6.8
27.4312,127.367,119,6.5
14.6682,-58.9272,14.83,6.5
35.9053,82.5864,10,6.9
-15.0691,167.372,122,6.5
-32.9076,-177.881,44.26,6.5
-13.8633,167.249,187,6.5
-17.1171,-176.545,371,6.5
-60.2738,-46.4011,10,7.7
-60.2627,-47.0621,9.97,6.9
-30.2921,-71.5215,27,6.6
37.1557,144.661,35,7.1
26.0913,-110.321,9.45,6.6
-6.4456,154.931,35,6.8
9.8796,124.117,19.04,7.1
35.5142,23.2523,40,6.6
53.1995,152.786,573,6.7
-30.9255,-178.323,41.54,6.5
27.1825,65.5052,12,6.8
-15.8385,-74.5112,40,7.1
26.951,65.5009,15,7.7
51.5573,-174.767,20,6.5
29.9377,138.833,402,6.5
-7.44,128.221,112,6.5
51.537,-175.23,29,7
-41.734,174.152,8.2,6.5
5.7732,-78.1999,12,6.7
-41.704,174.337,17,6.5
-60.857,-25.07,11,7.3
-6.029,149.706,56,6.6
-3.917,153.927,385.5,7.3
10.701,-42.594,10,6.6
11.763,-86.926,30,6.5
-10.004,107.236,9,6.7
52.235,151.444,624,6.7
54.892,153.221,598.1,8.3
-23.009,-177.232,173.7,7.4
18.728,145.288,602.2,6.8
-3.898,152.127,10,6.5
30.308,102.888,14,6.6
46.221,150.788,110,7.2
-3.214,142.542,13,6.6
28.033,61.996,80,7.7
-6.475,154.607,31,6.6
-3.517,138.476,66,7
-6.598,148.174,28,6.5
50.958,157.408,29,6.5
50.954,157.283,41,6.9
67.631,142.508,11,6.6
-10.994,165.741,18,6.6
1.135,-77.393,145,6.9
-10.928,166.018,21,7.1
-10.838,165.969,12,6.8
-10.997,165.655,11,6.7
-10.499,165.588,8.8,7
-11.183,164.882,10,7.1
-10.799,165.114,24,8
42.77,143.092,107,6.9
-28.094,-70.653,45,6.8
55.228,-134.859,8.7,7.5
-14.344,167.286,200.7,6.7
-6.533,129.825,155,7.1
37.89,143.949,31,7.3
14.129,-92.164,20,6.5
23.005,95.885,13.7,6.8
13.988,-91.895,24,7.4
52.788,-132.101,14,7.8
10.086,-85.298,17,6.5
-4.892,134.03,13,6.6
1.929,-76.362,170,7.3
10.085,-85.315,35,7.6
10.811,126.638,28,7.6
12.139,-88.59,28,7.3
2.19,126.837,91.1,6.6
49.8,145.064,583.2,7.7
-4.651,153.173,41,6.5
-18.685,-174.705,134.7,6.6
-1.617,134.276,16,6.7
-5.462,147.117,198,6.8
-32.625,-71.365,29,6.7
28.696,-113.104,13,7
18.229,-102.689,20,6.5
0.802,92.463,25.1,8.2
2.327,93.063,20,8.6
-35.2,-72.217,40.7,7.1
-6.242,145.955,118,6.6
16.493,-98.231,20,7.4
51.708,95.991,12,6.7
9.999,123.206,11,6.7
-17.827,167.133,23,7.1
2.433,93.21,19,7.2
51.842,95.911,15,6.6
-7.551,146.809,135,7.1
17.986,-99.789,59,6.5
-14.438,-75.966,24,6.9
38.721,43.508,18,7.1
-6.57,147.881,37,6.5
27.73,88.155,50,6.9
40.273,142.779,30,6.7
2.965,97.893,91,6.7
-20.671,169.716,185.1,7
-7.641,-74.525,147,7
-18.311,168.218,28,7.1
-18.308,168.156,35,6.5
-18.365,168.143,32,7.2
-3.518,144.828,10,6.6
-29.539,-176.34,17,7.6
39.955,142.205,33,6.7
-20.244,168.226,11,6.8
-10.375,161.2,79,6.8
37.001,140.401,11,6.6
38.276,141.588,42,7.1
17.208,-94.338,166.2,6.6
20.687,99.822,8,6.9
39.241,142.463,25.7,6.6
36.166,141.562,6.8,6.5
38.058,144.59,18.6,7.7
36.281,141.111,42.6,7.9
38.297,142.373,29,9.1
38.435,142.842,32,7.3
-35.38,-72.834,21,6.7
-36.422,-72.96,26,6.9
28.777,63.951,68,7.2
-20.628,168.471,9,7
-38.355,-73.326,24,7.2
-19.702,167.947,16,7.3
28.412,59.18,12,6.7
-6.001,149.977,33,6.6
-3.487,100.082,20.1,7.8
24.696,-109.156,13,6.7
-4.963,133.76,26,7
-43.522,171.83,12,7
-1.266,-77.306,206.7,7.1
-17.541,168.069,25,7.3
-5.746,150.765,44,7
-5.486,146.822,220,6.5
6.497,123.48,578,7.6
-5.931,150.59,35,7.3
-5.966,150.428,28,6.9
-38.067,-73.31,22,6.6
-10.627,161.447,35,6.7
-2.329,136.484,10.5,6.6
-2.174,136.543,18,7
7.881,91.936,35,7.5
-13.698,166.643,31,7.2
3.748,96.018,38,7.2
33.165,96.548,17,6.9
-10.878,161.116,21,6.9
2.383,97.048,31,7.8
32.2862,-115.295,9.987,7.2
13.667,92.831,34,6.6
-36.217,-73.257,18,6.7
37.745,141.59,32,6.5
-34.326,-71.799,18,7
-34.29,-71.891,11,6.9
-3.762,100.991,26,6.8
-36.665,-73.374,18,6.6
-13.571,167.227,176,6.5
-37.773,-75.048,35,7.4
-36.122,-72.898,22.9,8.8
25.93,128.425,25,7
18.443,-72.571,13,7
40.652,-124.692,28.737,6.5
-9.019,157.551,15.4,6.8
-8.783,157.354,10,7.1
-8.726,157.487,10,6.6
-19.394,-70.321,27,6.5
-17.239,178.331,595,7.3
-8.207,118.631,18,6.6
29.218,129.782,34,6.8
-6.133,130.385,130,6.9
-13.298,165.91,35,6.8
-13.093,166.497,31.1,7.4
-12.517,166.382,35,7.8
-13.006,166.51,45,7.7
-2.482,101.524,9,6.6
-0.72,99.867,81,7.6
-15.489,-172.095,18,8.1
-7.782,107.297,46,7
-1.479,99.49,20,6.7
32.821,140.395,53,6.6
14.099,92.902,24,7.5
33.167,137.944,292,7.1
29.039,-112.903,10,6.9
-45.762,166.562,12,7.8
-5.157,153.782,64,6.7
16.731,-86.217,19,7.3
-23.043,-174.66,31,7.6
3.886,126.387,20,7.2
-0.691,133.305,23,7.4
36.419,70.743,204.8,6.6
-0.414,132.885,17,7.7
1.271,122.091,30,7.4
14.423,-92.364,24,6.7
39.533,73.824,27.4,6.7
41.892,143.754,25,6.8
1.885,127.363,96,6.6
-13.501,166.967,110,6.9
30.901,83.52,12,6.7
39.802,141.464,108,6.8
37.552,142.214,22,7
37.55,142.714,25.5,6.9
11.005,91.824,17,6.6
39.03,140.881,7.8,6.9
31.002,103.322,19,7.9
36.164,141.526,27,6.9
-20.071,168.892,33,7.3
35.49,81.467,10,7.2
13.351,125.63,24,6.9
-2.245,99.808,25,6.7
-2.332,99.891,25,6.6
-2.486,99.972,25,7.2
-2.405,99.931,22,6.5
2.768,95.964,26,7.4
36.345,21.863,28,6.5
36.501,21.67,29,6.9
16.357,-94.304,83,6.5
-39.011,178.291,20,6.6
-22.954,-70.182,45,6.7
14.944,-61.274,156,7.4
-10.95,162.149,16,6.6
-8.224,118.467,18,6.5
-8.292,118.37,20,6.5
-5.757,147.098,53,6.8
-2.312,-77.838,122.9,6.8
-22.925,-70.237,26,6.8
-22.247,-69.89,40,7.7
-3.899,101.02,21,6.8
-44.796,167.553,18,6.8
-4.99,153.5,40,6.8
-1.999,100.141,30,6.7
-2.13,99.627,22,7
-1.689,99.668,28.9,6.5
-2.625,100.841,35,7.9
-2.52,100.139,40.5,7.8
-4.438,101.367,34,8.4
2.966,-77.963,15,6.8
-11.61,165.762,35,7.2
-9.834,159.465,15,6.5
-13.386,-76.603,39,8
-5.859,107.419,280,7.5
-15.595,167.68,120,7.2
2.872,127.464,25,6.9
36.808,134.85,350.4,6.8
37.535,138.446,12,6.6
13.554,-90.618,23,6.7
-7.306,155.741,10,6.9
-7.169,155.777,10,6.6
-8.466,157.043,24,8.1
37.336,136.588,8,6.7
-20.617,169.357,34,7.1
-1.034,126.976,12,6.7
1.065,126.282,22,7.5
46.243,154.524,10,8.1
21.974,120.493,10,6.9
21.799,120.547,10,7.1
46.592,153.266,10,8.3
-6.482,151.195,11,6.6
-13.457,-76.677,23,6.7
-5.881,150.982,32,6.7
19.877,-155.935,38.182,6.7
-16.592,-172.033,28,6.9
-6.759,155.512,38,6.8
51.148,157.522,43,6.5
-15.798,167.789,150,6.8
-9.284,107.419,20,7.7
-5.724,151.133,34,6.5
60.772,165.743,19,6.6
0.093,97.05,12,6.8
-20.187,-174.123,55,8
-19.99,-173.907,60.5,8
-27.211,-71.056,12,6.5
-27.017,-71.022,12,6.7
60.491,167.516,11,6.6
60.949,167.089,22,7.6
-16.527,176.989,14,6.5
-3.595,127.214,30.1,6.7
-21.324,33.583,11,7
36.311,23.212,66,6.7
28.164,-112.117,14,6.6
36.357,71.093,224.6,6.5
-6.224,29.83,22,6.8
38.089,142.122,29,6.5
2.164,96.786,21,6.5
-22.361,-67.895,147,6.8
34.539,73.588,26,7.6
-5.437,151.84,25,6.6
-5.678,-76.398,115,7.5
-4.539,153.474,90,7.6
38.276,142.039,36,7.2
7.92,92.19,16,7.2
1.819,97.082,21,6.7
11.245,-86.172,27,6.6
41.292,-125.953,16,7.2
-19.987,-69.197,115.6,7.8
1.989,97.041,30,6.9
0.587,98.459,34,6.7
-1.714,99.779,30,6.5
-1.644,99.607,19,6.7
2.085,97.108,30,8.6
33.807,130.131,10,6.6
-6.527,129.933,201.7,7.1
2.908,95.592,36,6.8
-5.562,122.129,10,6.5
4.756,126.421,39.7,6.5
-14.252,167.259,206.3,6.7
5.293,123.337,525,7.1
34.064,141.491,27.8,6.6
8.879,92.375,16.1,6.6
6.91,92.958,39.2,7.2
3.295,95.982,30,9.1
-49.312,161.345,10,8.1
18.958,-81.409,10,6.8
42.9,145.228,35,6.8
43.006,145.119,39,7
-3.609,135.404,10,7.1
-46.676,164.721,10,7.1
4.695,-77.508,15,7.2
-8.152,124.868,10,7.5
-11.128,162.208,10,6.7
49.277,-128.772,10,6.7
37.226,138.779,16,6.6
24.53,122.694,94,6.7
11.422,-86.665,35,7
13.925,120.534,105,6.5
-10.951,162.161,36,6.8
33.205,137.227,10,6.6
33.184,137.071,10,7.4
33.07,136.618,14,7.2
-35.173,-70.525,5,6.5
-0.443,133.091,13.4,6.5
55.682,160.003,188.6,6.9
-37.695,-73.406,21,6.6
-9.362,122.839,65.8,6.7
-13.174,167.198,228.4,6.5
36.512,71.029,187.1,6.6
-3.665,135.339,25.7,6.7
-4.003,135.023,10,7.3
-3.615,135.538,16.6,7
-3.12,127.4,17.4,6.7
-22.015,169.766,10,7.3
28.995,58.311,10,6.6
8.416,-82.824,33,6.5
35.7005,-121.101,8.382,6.5
23.039,121.362,10,6.8
-5.581,150.88,35,6.6
12.025,125.416,35,6.5
-19.262,168.892,113.7,6.6
37.812,142.619,10,7
42.648,144.57,32,6.7
50.211,87.721,10,6.7
42.45,144.38,25,6.5
50.038,87.813,16,7.3
41.774,143.593,33,7.4
41.815,143.91,27,8.16
19.917,95.672,10,6.6
-45.104,167.144,28,7.2
-60.532,-43.411,10,7.6
-3.828,152.174,33,6.5
-30.608,-71.637,33,6.8
55.492,159.999,174.8,6.9
-5.095,152.502,33,6.6
2.354,128.855,31,7
38.849,141.568,68,7
36.964,3.634,12,6.8
-8.294,120.743,33,6.5
-4.694,153.238,40.2,6.8
18.77,-104.104,24,7.6
13.626,-90.774,24,6.5
-10.491,160.77,33,7.3
-5.311,153.701,71.9,6.7
-4.786,153.275,34,6.7
63.5141,-147.453,4.2,7.9
2.824,96.085,30,7.4
63.5144,-147.912,4.2,6.6
-1.511,133.973,10,6.7
-1.757,134.297,10,7.6
13.036,93.068,21,6.5
-3.302,142.945,13,7.6
14.101,146.199,30,6.5
7.929,-82.793,10,6.5
35.626,49.047,10,6.5
-30.805,-71.124,54,6.6
-12.592,166.383,33,6.7
13.088,144.619,85.7,7.1
-27.535,-70.586,62,6.7
16.985,-100.865,24.9,6.8
24.279,122.179,32.8,7.1
-21.663,-68.329,125.1,6.5
6.033,124.249,31,7.5
36.502,70.482,225.6,7.4
-5.345,151.248,39,6.6
38.573,31.271,5,6.5
-3.212,142.427,11,6.7
-17.664,168.004,10,6.6
-17.6,167.856,21,7.2
-9.613,159.53,16,6.8
23.954,122.734,14,6.8
39.402,141.089,123.8,6.5
35.946,90.541,10,7.8
-5.912,150.196,33,7
-4.102,123.907,33,7.5
12.686,144.98,37,7
-0.578,133.13,33,6.5
58.775,-154.701,131.8,6.6
39.059,24.244,10,6.5
-17.543,-72.077,33,7.6
-16.086,-73.987,62,6.6
-17.745,-71.649,24,6.7
-16.265,-73.641,33,8.4
-7.41,155.865,17,6.7
34.083,132.526,50,6.8
-4.029,128.02,33,6.5
47.149,-122.727,51.798,6.8
1.271,126.249,35,7.1
-4.68,102.562,36,7.4
13.671,-88.938,10,6.6
23.419,70.232,16,7.7
-4.022,101.776,28,6.9
13.049,-88.66,60,7.7
56.7744,-153.281,36.4,6.9
-14.928,167.17,103,7.1
6.631,126.899,33,6.8
6.898,126.579,33,7.5
